0 94
0 59
0 56
0 37
0 28
0 63
0 38
0 50
0 36
0 97
0 66
0 5
0 91
0 95
0 48
0 18
0 85
0 96
0 86
0 6
0 17
0 33
0 80
0 54
0 3
0 99
0 46
1 72
1 45
1 65
1 88
1 87
1 71
1 95
1 94
1 6
1 5
1 18
1 42
1 53
1 30
1 29
1 11
1 56
1 97
1 70
1 25
2 65
2 89
2 33
2 23
2 17
2 4
2 12
2 95
2 78
2 63
2 43
2 75
2 99
3 4
3 46
3 87
3 75
3 32
3 61
3 69
3 31
3 57
3 86
3 96
3 42
3 8
3 58
3 97
3 79
3 37
3 30
3 70
3 83
3 51
3 48
3 73
4 99
4 75
4 51
4 5
4 48
4 15
4 11
4 94
4 82
4 10
4 58
4 89
4 37
4 56
4 97
4 55
4 88
4 13
5 7
5 37
5 27
5 14
5 95
5 20
5 73
5 43
5 99
5 26
5 57
5 16
5 92
5 82
5 22
5 70
5 65
5 54
6 25
6 8
6 62
6 67
6 50
6 99
6 12
6 55
6 79
6 96
6 83
6 16
6 35
6 19
6 90
6 78
6 91
6 59
6 23
7 46
7 29
7 49
7 91
7 54
7 15
7 73
7 58
7 56
7 52
7 92
7 79
7 43
7 83
7 89
7 66
8 9
8 61
8 17
8 85
8 44
8 68
8 76
8 11
8 40
8 24
8 58
8 47
8 39
8 66
8 29
8 62
8 80
8 56
8 94
8 97
8 77
8 79
8 14
8 20
8 81
9 13
9 57
9 77
9 23
9 67
9 21
9 97
9 37
9 75
9 62
9 16
9 99
9 12
9 31
9 80
9 29
9 74
10 83
10 36
10 71
10 61
10 19
10 25
10 53
10 81
10 92
10 50
10 87
10 32
10 68
10 65
10 15
10 72
10 91
10 41
10 67
10 66
10 33
10 14
10 28
10 60
10 31
10 30
10 17
10 49
10 75
11 90
11 81
11 58
11 42
11 15
11 65
11 72
11 78
11 12
11 31
11 91
11 62
11 50
11 80
11 39
12 96
12 67
12 21
12 68
12 95
12 54
12 40
12 43
12 35
12 17
12 26
12 36
12 25
12 13
12 60
12 51
12 91
12 59
12 53
12 63
13 43
13 78
13 86
13 32
13 33
13 44
13 70
13 20
13 57
13 41
13 84
13 47
13 67
13 39
13 30
13 75
13 80
13 35
13 15
13 50
13 91
13 28
14 15
14 45
14 95
14 54
14 25
14 19
14 37
14 44
14 89
14 93
14 31
14 83
14 17
14 20
14 21
14 76
14 65
14 62
14 96
14 39
14 94
14 52
14 87
15 27
15 77
15 80
15 35
15 83
15 93
15 37
15 64
15 94
15 49
15 42
15 60
15 92
15 50
15 45
15 29
15 63
15 19
15 24
16 45
16 82
16 63
16 59
16 85
16 48
16 47
16 80
16 36
16 54
16 18
16 92
16 21
16 91
16 90
16 35
16 40
16 51
16 37
16 99
17 49
17 25
17 74
17 54
17 26
17 95
17 48
17 34
17 30
17 36
17 78
17 79
17 92
17 85
17 83
17 53
17 46
17 77
17 23
17 93
17 62
17 87
18 51
18 53
18 80
18 68
18 36
18 28
18 50
18 89
18 46
18 75
18 90
18 44
18 57
18 96
18 56
18 60
18 34
19 70
19 43
19 91
19 54
19 58
19 31
19 66
19 75
19 85
19 47
19 50
19 41
19 30
19 69
19 20
19 79
19 67
19 57
19 89
19 92
19 25
19 61
19 21
19 96
19 86
19 95
19 93
19 26
20 33
20 99
20 44
20 23
20 45
20 63
20 81
20 97
20 31
20 92
20 28
20 71
20 48
20 34
20 88
20 75
20 73
20 94
20 91
20 98
20 84
20 96
20 50
20 62
21 35
21 38
21 22
21 79
21 98
21 67
21 86
21 55
21 30
21 54
21 91
21 87
21 66
21 47
21 59
21 75
21 76
21 95
21 31
21 74
21 51
22 32
22 39
22 29
22 42
22 28
22 93
22 57
22 90
22 89
22 43
22 31
22 63
22 94
22 27
22 24
22 53
22 66
22 86
22 47
23 98
23 50
23 47
23 25
23 38
23 83
23 75
23 62
23 29
23 88
23 94
23 48
23 74
23 69
23 36
23 90
23 96
23 68
23 54
23 45
23 77
24 35
24 97
24 65
24 96
24 57
24 49
24 84
24 47
24 80
24 51
24 64
24 50
24 27
24 30
24 44
24 94
24 33
24 61
24 55
25 61
25 78
25 71
25 93
25 73
25 58
25 34
25 28
25 53
25 54
25 41
25 57
25 40
25 65
25 36
25 67
25 69
25 38
25 76
26 35
26 79
26 68
26 97
26 54
26 91
26 29
26 51
26 45
26 94
26 65
26 32
26 72
26 33
27 99
27 43
27 36
27 75
27 71
27 60
27 53
27 84
27 56
27 40
27 33
27 89
27 94
27 29
27 93
27 81
27 55
27 41
27 51
27 72
27 95
28 43
28 34
28 53
28 95
28 42
28 83
28 33
28 93
28 91
28 47
28 63
28 71
28 77
28 62
28 98
28 73
28 51
29 79
29 55
29 85
29 44
29 62
29 53
29 96
29 35
29 86
29 88
29 83
29 71
29 87
29 75
29 34
30 86
30 55
30 80
30 85
30 67
30 52
30 56
30 98
30 54
30 99
30 72
30 31
30 95
30 32
30 76
31 38
31 69
31 70
31 42
31 97
31 77
31 76
31 53
31 72
31 90
31 49
31 61
31 43
31 80
31 36
31 44
31 96
31 74
32 82
32 34
32 54
32 44
32 79
32 80
32 59
32 73
32 57
32 62
32 41
32 52
33 53
33 76
33 50
33 52
33 91
33 61
33 37
33 57
33 60
33 39
33 62
33 66
33 86
33 95
34 66
34 82
34 83
34 49
34 79
34 98
34 75
34 80
34 74
34 84
34 70
34 77
34 91
34 47
34 39
34 92
34 38
35 81
35 96
35 87
35 44
35 50
35 54
35 93
35 68
35 98
35 52
35 94
35 59
35 74
36 41
36 38
36 91
36 95
36 62
36 37
36 81
36 54
36 79
36 76
36 63
36 89
36 93
36 74
37 70
37 41
37 47
37 76
37 66
37 45
37 87
37 69
37 63
37 77
37 58
37 64
37 96
38 44
38 42
38 50
38 56
38 63
38 45
38 43
38 95
38 60
38 57
38 94
38 54
38 75
39 70
39 98
39 51
39 67
39 54
39 92
39 76
39 83
39 59
39 58
39 43
39 61
39 72
40 51
40 91
40 72
40 78
40 87
40 76
40 52
40 67
40 79
40 59
40 56
40 70
40 65
40 54
40 50
40 62
40 58
41 85
41 68
41 55
41 77
41 51
42 78
42 57
42 65
42 62
42 70
42 92
42 84
42 71
42 43
42 91
42 87
42 99
42 49
43 55
43 89
43 87
43 92
43 52
43 45
43 81
43 97
43 54
43 67
43 76
44 70
44 98
44 82
44 48
44 95
44 72
44 75
44 80
44 69
44 64
44 68
44 50
44 56
44 78
44 90
45 94
45 79
45 99
45 92
45 85
45 70
45 48
45 56
45 74
45 75
45 52
46 90
46 70
46 76
46 79
46 77
46 62
46 69
46 51
46 73
47 80
47 67
47 94
47 85
47 51
47 95
47 69
47 53
47 83
47 59
47 96
47 99
47 70
48 81
48 53
48 52
48 82
48 61
48 62
48 83
48 80
48 92
48 88
48 71
49 85
49 95
49 51
49 61
49 74
49 77
49 79
49 76
49 66
50 76
50 77
50 91
50 60
50 59
50 51
51 81
51 62
51 77
51 87
51 92
51 98
51 63
51 84
51 60
51 72
51 86
52 84
52 59
52 61
52 66
52 88
52 73
52 79
52 67
52 82
52 58
52 64
52 56
53 61
53 72
53 70
53 78
53 87
53 76
53 81
53 57
53 92
53 93
53 75
54 59
54 63
54 60
54 77
54 58
54 57
55 74
55 98
55 80
55 87
55 85
55 56
55 89
55 81
55 72
55 94
56 75
56 60
56 71
56 61
56 80
56 90
56 89
56 59
56 86
57 77
57 60
57 66
57 96
57 84
57 71
57 82
57 95
57 78
57 61
57 94
57 79
57 63
58 89
58 81
58 73
58 94
58 91
58 71
58 62
58 85
58 70
58 79
58 96
59 81
59 61
59 62
59 97
59 88
59 77
59 74
59 78
59 63
59 82
59 83
59 99
60 65
60 98
60 77
60 93
60 89
60 72
60 78
61 63
61 64
61 92
61 78
61 72
61 76
61 71
61 81
62 75
62 74
62 76
62 85
62 77
62 81
62 73
62 66
62 89
63 70
63 87
63 77
63 69
63 83
63 81
63 64
63 94
64 78
64 82
64 97
64 66
64 79
64 71
64 95
64 90
64 99
64 84
64 81
65 69
65 71
65 81
65 79
65 93
65 89
65 78
66 74
66 86
66 73
66 98
66 89
66 67
66 97
66 83
66 81
66 99
67 84
67 72
67 83
67 74
67 85
68 87
68 75
68 79
68 90
68 95
68 94
69 97
69 95
69 93
69 84
70 87
70 98
70 77
70 74
70 75
70 89
70 79
70 81
70 92
70 94
71 79
71 88
71 95
71 99
71 82
72 74
72 83
72 87
72 98
73 81
73 77
73 90
73 80
74 98
75 95
75 84
75 80
76 78
76 88
76 95
76 89
77 98
77 95
77 79
77 97
78 85
78 99
78 86
79 81
79 83
79 84
79 98
79 96
79 94
80 81
80 90
81 98
81 83
81 94
81 96
81 86
82 83
83 88
83 95
83 99
83 86
83 91
83 90
84 88
84 94
84 89
85 96
85 98
85 88
85 99
86 89
86 97
86 94
86 93
87 97
88 99
88 89
88 94
89 97
90 98
91 98
92 94
92 98
93 97
93 94
95 96
